word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
漏らす,もらす,"làm lộ, làm rò rỉ, để lọt",mimikaraoboeru,động từ nhóm 1 (五段),一滴(いってき)も漏(も)らさず水(みず)をバケツで運(はこ)んだ。,Vận chuyển bình đựng nước không rò rỉ ra dù chỉ một giọt.,"漏 gồm bộ 氵(nước) ở bên trái và phần 屡 (nhiều lần) ở bên phải. Sự kết hợp này gợi ý về việc làm cho nước hoặc chất lỏng thoát ra. Là dạng tha động của 漏れる, từ 漏らす nhấn mạnh vào tác nhân gây ra sự rò rỉ, còn 漏れる nhấn mạnh vào hiện tượng rò rỉ tự xảy ra.",情報漏らし(じょうほうもらし): làm lộ thông tin、聞き漏らす(ききもらす): bỏ sót khi nghe
なる,なる,"ra (hoa), kết (quả)",mimikaraoboeru,động từ nhóm 1 (五段),庭(にわ)に実(み)がなる木(き)を植(う)えた。,Trong vườn cây đã ra quả.,"""Từ này thường được viết bằng hiragana なる, không có kanji riêng. Tuy nhiên, nó liên quan đến khái niệm 結実 (けつじつ) - sự kết quả, trong đó 実 (み) là """"quả"""" và 結 (むす)ぶ là """"kết, buộc"""". Trong ngữ cảnh cây cối, なる mang ý nghĩa là quá trình tự nhiên khi cây phát triển và tạo ra hoa quả.""",実(み)がなる: kết quả、花(はな)がなる: nở hoa、稔(みの)る: kết trái
焦げる,こげる,"bị cháy, bị khét",mimikaraoboeru,động từ nhóm 2 (る),焼(や)き過(す)ぎて、魚(さかな)が真(ま)っ黒(くろ)にこげてしまった。,Do nướng quá nên cá bị cháy đen thui.,"焦 gồm bộ 火 (lửa) ở bên trái và 隹 (chim) ở bên phải. Theo một cách giải thích, hình ảnh này có thể gợi ý về một con chim bị lửa đốt cháy, dẫn đến tình trạng cháy xém, khét. Kanji này liên quan đến việc bị lửa tác động đến mức gây ra sự cháy khét, nhưng không hoàn toàn cháy rụi.",焦げ跡(こげあと): vết cháy、焼け焦げ(やけこげ): vết cháy xém、おこげ: cơm cháy
反する,はんする,"trái lại, đi ngược lại, vi phạm",mimikaraoboeru,động từ đặc biệt (サ変),両親(りょうしん)の期待(きたい)に反(はん)して、大学(だいがく)に進学(しんがく)しなかった。,"Trái với kì vọng của ba mẹ, tôi đã không đi học đại học.","""反 là một kanji đơn giản có nghĩa là """"đối nghịch, ngược lại"""". Nó được miêu tả như một hình vẽ thể hiện sự """"lật ngược"""" hoặc """"quay lại"""". Trong từ 反する, kanji này giữ nguyên ý nghĩa cơ bản là """"đi ngược lại"""" hoặc """"chống đối"""" với một quy tắc, kỳ vọng hoặc tiêu chuẩn nào đó.""",反則(はんそく): vi phạm luật lệ、矛盾(むじゅん): mâu thuẫn、反対(はんたい): đối lập
膨れる,ふくれる,"phồng, sưng, nổi phồng lên",mimikaraoboeru,động từ nhóm 2 (る),網(あみ)の上(うえ)でもちが膨(ふく)れている。,Ở trên lưới bánh giầy đang phồng lên.,"""膨 gồm bộ 月 (thịt, nội tạng) ở bên trái và phần 彭 (âm """"bàng"""") ở bên phải. Bộ 月 liên quan đến cơ thể, trong khi cả kanji mang ý nghĩa """"phồng lên, nở ra"""". Trong từ 膨れる, kanji này thể hiện trạng thái một vật thể tăng kích thước do không khí, chất lỏng hoặc áp suất từ bên trong.""","膨れ上がる(ふくれあがる): phồng lên, tăng lên đột ngột、膨張(ぼうちょう): sự nở ra, sự bành trướng"
引っ掛かる,ひっかかる,"bị mắc vào, bị vướng vào, bị kéo vào, bị lừa",mimikaraoboeru,động từ tự động từ nhóm 5 (godan),山で服が木に引(ひ)っかかって破(やぶ)れてしまった。,"Trên núi, áo bị mắc vào cây rách te tua.","""引 (kéo) + 掛 (móc, treo) + かる (biểu thị trạng thái bị động) → kết hợp lại tạo thành ý nghĩa """"bị kéo và móc vào"""" → bị mắc vào, bị vướng vào, bị lừa.""",引っ掛かり(ひっかかり): sự vướng mắc、詐欺(さぎ)に引っ掛かる(ひっかかる): bị lừa đảo、疑問(ぎもん)に引っ掛かる(ひっかかる): vướng mắc vào điều đáng ngờ
引っ掛ける,ひっかける,"mắc, móc, lừa đảo, ném vào",mimikaraoboeru,động từ tha động từ nhóm 2 (ichidan),釘(くぎ)に服(ふく)をひっかけて破(やぶ)ってしまった。,Mắc áo vào đinh nên bị rách.,"""引 (kéo) + 掛 (móc, treo) + ける (biểu thị hành động chủ động) → kết hợp lại tạo thành ý nghĩa """"chủ động kéo và móc vào"""" → móc vào, lừa người khác.""",服を引っ掛ける(ふくをひっかける): móc/mắc quần áo、言葉を引っ掛ける(ことばをひっかける): gài bẫy bằng lời nói、罠を引っ掛ける(わなをひっかける): đặt bẫy
ひっくり返る,ひっくりかえる,"bị lật, bị đảo ngược, hỗn loạn",mimikaraoboeru,động từ tự động từ nhóm 5 (godan),ボートが波(なみ)でひっくりかえって上下(じょうげ)さかさまになった。,Thuyền bị sóng đánh cứ dập dềnh lên xuống.,"""ひっくり (không có kanji) + 返 (phản/trở lại) → Phần 返 (かえる) có nghĩa là """"trở lại, quay lại"""" nhưng khi kết hợp với """"ひっくり"""" tạo thành ý nghĩa """"đảo ngược, lật úp"""".""",ひっくり返り(ひっくりかえり): sự lật úp、物事(ものごと)がひっくり返る(ひっくりかえる): mọi việc đảo lộn、世界(せかい)がひっくり返る(ひっくりかえる): thế giới đảo lộn
ひっくり返す,ひっくりかえす,"đảo ngược, lật ngửa, lật úp",mimikaraoboeru,động từ tha động từ nhóm 5 (godan),魚(さかな)をひっくり返(かえ)して焼(や)く。,Lật ngược con cá lại và nướng.,"""ひっくり (không có kanji) + 返 (phản/trở lại) + す (biểu thị hành động chủ động) → Phần 返 (かえす) có nghĩa là """"làm cho trở lại"""" nhưng khi kết hợp với """"ひっくり"""" tạo thành ý nghĩa """"chủ động làm cho đảo ngược, lật úp"""".""",物事(ものごと)をひっくり返す(ひっくりかえす): đảo lộn mọi việc、事実(じじつ)をひっくり返す(ひっくりかえす): bóp méo sự thật、現状(げんじょう)をひっくり返す(ひっくりかえす): đảo ngược hiện trạng
ずれる,ずれる,"trượt, đi chệch, lệch lạc",mimikaraoboeru,động từ tự động từ nhóm 2 (ichidan),地震(じしん)で鉄道(てつどう)のレールがずれた。,Do động đất nên đường ray xe lửa bị lệch.,"""Từ này không có kanji, chỉ viết bằng hiragana """"ずれる"""". Tuy nhiên, có thể liên hệ với khái niệm """"ず"""" (không theo, trượt) và """"れる"""" (xảy ra một cách tự nhiên).""",ずれ: sự lệch lạc、時間(じかん)のずれ: sự chênh lệch thời gian、認識(にんしき)のずれ: sự khác biệt trong nhận thức
ずらす,ずらす,"rời ra, lùi ra, hoãn lại, dịch chuyển",mimikaraoboeru,động từ tha động từ nhóm 5 (godan),机(つくえ)を少(すこ)しずらして床(ゆか)を掃除(そうじ)した。,Dịch bàn ra một chút để lau chùi sàn nhà.,"""Từ này không có kanji, chỉ viết bằng hiragana """"ずらす"""". Tuy nhiên, có thể hiểu là """"ず"""" (không theo, trượt) + """"らす"""" (làm cho xảy ra) → làm cho trượt đi, dịch chuyển.""",時間(じかん)をずらす: dời thời gian、予定(よてい)をずらす: hoãn lịch trình、視点(してん)をずらす: thay đổi quan điểm
崩れる,くずれる,"sụp đổ, đổ nát, tan rã",mimikaraoboeru,động từ tự động từ nhóm 2 (ichidan),大雨(おおあめ)で山(やま)が崩(くず)れた。,Do mưa lớn nên núi bị sạt lở.,"崩 (băng) bao gồm bộ 山 (núi) ở bên trái và phần bên phải gợi ý sự tan vỡ → núi đổ sập → sụp đổ, tan rã. Khi kết hợp với れる (biểu thị trạng thái tự nhiên) tạo thành từ chỉ sự sụp đổ tự nhiên không do tác động chủ động.",崩れ去る(くずれさる): sụp đổ hoàn toàn、地盤(じばん)が崩れる(くずれる): nền đất sụp đổ、均衡(きんこう)が崩れる(くずれる): mất cân bằng
崩す,くずす,"phá, làm sụp đổ, làm tan rã",mimikaraoboeru,động từ tha động từ nhóm 5 (godan),山(やま)を崩(くず)して住宅地(じゅうたくち)が造(つく)られている。,Phá núi để làm khu dân cư.,"崩 (băng) bao gồm bộ 山 (núi) ở bên trái và phần bên phải gợi ý sự tan vỡ → chủ động làm cho núi đổ sập → phá hủy, làm sụp đổ. Khi kết hợp với す (biểu thị hành động chủ động) tạo thành từ chỉ hành động chủ động làm sụp đổ.",体調(たいちょう)を崩す(くずす): làm xấu sức khỏe、均衡(きんこう)を崩す(くずす): phá vỡ sự cân bằng、貯金(ちょきん)を崩す(くずす): sử dụng tiền tiết kiệm
荒れる,あれる,"bão bùng, hỗn loạn, trở nên thô ráp",mimikaraoboeru,động từ tự động từ nhóm 2 (ichidan),台風(たいふう)の接近(せっきん)で山(やま)も海(うみ)も荒(あ)れている。,Do sự tiếp cận của bão nên núi và biển đều động.,"荒 (hoang) gợi ý sự hoang dại, không được chăm sóc, thô ráp → khi kết hợp với れる (biểu thị trạng thái tự nhiên) tạo thành từ chỉ trạng thái trở nên hoang dại, thô ráp, hỗn loạn.",肌荒れ(はだあれ): da thô ráp、荒れ地(あれち): đất hoang、大荒(おおあ)れ: sự hỗn loạn lớn
荒らす,あらす,"tàn phá, gây thiệt hại, phá hoại",mimikaraoboeru,động từ tha động từ nhóm 5 (godan),泥棒(どろぼう)が入(はい)られ、部屋(へや)が荒(あ)らされた。,Trộm vào làm loạn tung cả phòng lên.,"荒 (hoang) gợi ý sự hoang dại, không được chăm sóc, thô ráp → khi kết hợp với す (biểu thị hành động chủ động) tạo thành từ chỉ hành động chủ động làm cho thứ gì đó trở nên hoang tàn, hỗn loạn.",畑を荒らす(はたけをあらす): phá hoại ruộng vườn、掲示板を荒らす(けいじばんをあらす): spam diễn đàn、肌を荒らす(はだをあらす): làm hỏng da
除く,のぞく,"trừ, loại trừ",mimikaraoboeru,động từ nhóm 1,この機械(きかい)は空気中(くうきちゅう)の有害(ゆうがい)物質(ぶっしつ)を取(と)り除(のぞ)く作用(さよう)がある。,Loại máy này có tác dụng loại bỏ các chất độc hại trong không khí.,"""Kanji 除 (trừ) có nghĩa là loại bỏ, trừ khử. Khi kết hợp với động từ """"く"""" (のぞく) tạo thành động từ có nghĩa là """"loại trừ"""", """"trừ ra"""" - hành động tách riêng một thứ gì đó ra khỏi nhóm.""",取り除く(とりのぞく): loại bỏ、排除する(はいじょする): loại trừ、除外する(じょがいする): loại trừ
省く,はぶく,"cắt giảm, loại bỏ; lược bớt",mimikaraoboeru,động từ nhóm 1,「表(ひょう)1はあまり関係(かんけい)ないので資料(しりょう)から省(はぶ)きましょう」,Bảng 1 không liên quan lắm nên hãy lược bớt khỏi tài liệu đi.,"""Kanji 省 (tỉnh) có hai nghĩa chính: một là xem xét, tự vấn; hai là tiết kiệm, cắt giảm. Trong từ """"省く"""" nghĩa thứ hai được sử dụng, chỉ hành động lược bớt, cắt giảm những phần không cần thiết.""","省略する(しょうりゃくする): rút gọn, tóm tắt、手間を省く(てまをはぶく): tiết kiệm công sức、時間を省く(じかんをはぶく): tiết kiệm thời gian"
誤る,あやまる,"mắc lỗi, phạm sai lầm",mimikaraoboeru,động từ nhóm 1,運転(うんてん)を誤(あやま)って、事故(じこ)を起(お)こしてしまった。,Phạm lỗi trong lái xe nên gây ra tai nạn.,"""Kanji 誤 (ngộ) có nghĩa là sai lầm, nhầm lẫn. Bộ """"言"""" (ngôn) chỉ lời nói, lời phát biểu, kết hợp với """"吾"""" (ngã) chỉ bản thân, ám chỉ """"lời nói/hành động của bản thân không đúng"""", từ đó hình thành nghĩa """"mắc lỗi"""".""",誤解する(ごかいする): hiểu lầm、誤用する(ごようする): sử dụng sai、誤算(ごさん): tính toán sai
奪う,うばう,"cướp đoạt, trấn lột, chiếm đoạt",mimikaraoboeru,động từ nhóm 1,コンビニで強盗(ごうとう)が入(はい)り、レジから売上(うりあげ)金(きん)を奪(うば)って逃走(とうそう)した。,Tên cướp vào cửa hàng tiện lợi ăn cắp tiền doanh thu ở quầy tính tiền và tẩu thoát.,"Kanji 奪 (đoạt) có nghĩa là cướp đoạt, lấy đi bằng vũ lực. Cấu trúc của chữ này khá phức tạp với nhiều bộ phận, phản ánh ý nghĩa mạnh mẽ của từ, chỉ hành động lấy đi thứ gì đó của người khác một cách cưỡng ép.",奪い取る(うばいとる): cướp lấy、強奪する(ごうだつする): cướp bóc bằng bạo lực、略奪(りゃくだつ): cướp bóc
