word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
JP060525-Q7S2,請求,"""#二級 #名詞 #経済""",shinkanzen,名詞・する動詞,N2,Tình huống yêu cầu thanh toán,請求書が届いているうちに、支払いを済ませましょう。,請求する、請求書、請求額
JP060525-T3V8,景気,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống thảo luận về tình hình kinh tế,良い景気うちに、将来のための貯蓄をしておくべきです。,景気がいい、景気が悪い、景気が回復する
JP060525-U9W4,募金,"""#二級 #名詞 #経済""",shinkanzen,名詞・する動詞,N2,Tình huống quyên góp từ thiện,募金うちに、目標額に達することができました。,募金する、募金活動、募金箱
JP060525-V6X1,募集,"""#二級 #名詞 #経済""",shinkanzen,名詞・する動詞,N2,Tình huống tuyển dụng nhân sự,優秀な人材の募集に対して、様々な戦略を立てています。,募集する、募集要項、応募者
JP060525-Z2Y7,価値,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống thảo luận về giá trị sản phẩm,歴史的建造物の価値に対して、より多くの人に理解してほしいです。,価値がある、価値を高める、価値が上がる
JP060525-A7B3,駐車,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về đỗ xe và quy định giao thông,,
"""",駐車場(ちゅうしゃじょう)、駐車禁止(ちゅうしゃきんし)、駐車違反(ちゅうしゃいはん),停車(ていしゃ)、駐輪(ちゅうりん)、パーキング,shinkanzen,[sound:このビルには約50台くらい駐車できるスペースがあります。.mp3],ここに駐車するうちに切符を買っておかないと、罰金を払うことになります。,"Nếu không mua vé trong khi đang đỗ xe ở đây, bạn sẽ phải trả tiền phạt.",Examples Kero,"Khu vực này có quy định nghiêm ngặt đối với việc đỗ xe, vì vậy hãy chú ý."
JP060525-C4D9,違反,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về quy định và luật lệ,スピード違反で捕まったうちに、彼は何度も同じ過ちを繰り返しました。,違反する、違反金(いはんきん)、法律違反(ほうりついはん)
JP060525-E5F2,平日,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về lịch làm việc,その店は平日において9時から18時まで営業しています。,平日限定(へいじつげんてい)、平日割引(へいじつわりびき)
JP060525-G6H1,日付,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về văn bản và giấy tờ,申請書には日付をはじめ、住所や名前なども記入してください。,日付変更線(ひづけへんこうせん)、日付を記入する(ひづけをきにゅうする)
JP060525-I7J8,日中,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về thời tiết và điều kiện thời gian,日中くらい外に出て、日光を浴びたほうがいいです。,日中活動(にっちゅうかつどう)、日中の気温(にっちゅうのきおん)
JP060525-K8L3,日程,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về kế hoạch và lịch trình,一週間にわたって日程が詰まっているので、新しい予定は入れられません。,日程表(にっていひょう)、日程を組む(にっていをくむ)、日程を調整する(にっていをちょうせいする)
JP060525-M9N4,日帰り,"""#三級 #名詞 #旅行""",shinkanzen,名詞,N3,Nói về chuyến đi ngắn ngày,日帰りくらい旅行するなら、朝早く出発したほうがいいです。,日帰り旅行(ひがえりりょこう)、日帰り温泉(ひがえりおんせん)
JP060525-P5Q7,順序,"""#三級 #名詞 #学習""",shinkanzen,名詞,N3,Nói về trật tự và quy trình,料理は順序にわたって丁寧に説明されています。,順序立てる(じゅんじょたてる)、順序良く(じゅんじょよく)
JP060525-R6S2,時期,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về khoảng thời gian,就職活動をする時期において、経済状況は重要な要素です。,適切な時期(てきせつなじき)、時期が来る(じきがくる)、時期尚早(じきしょうそう)
JP060525-T7U3,現在,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về thời gian hiện tại,現在くらい忙しい時期は、今までなかったです。,現在地(げんざいち)、現在進行形(げんざいしんこうけい)、現在時刻(げんざいじこく)
JP060525-V8W4,臨時,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về tình huống tạm thời,台風に対して、臨時の避難所が設置されました。,臨時休業(りんじきゅうぎょう)、臨時ニュース(りんじにゅーす)、臨時収入(りんじしゅうにゅう)
JP060525-X9Y5,費用,"""#三級 #名詞 #経済""",shinkanzen,名詞,N3,Nói về chi phí và tiêu dùng,交通費をはじめ、様々な費用がかかります。,費用がかかる(ひようがかかる)、費用を負担する(ひようをふたんする)、費用対効果(ひようたいこうか)
JP060525-Z1A6,定価,"""#三級 #名詞 #経済""",shinkanzen,名詞,N3,Nói về giá cả sản phẩm,定価に対して実際の販売価格はかなり安いです。,定価販売(ていかはんばい)、定価表示(ていかひょうじ)
JP060525-B2C7,割引,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về giảm giá và khuyến mãi,学生に対して、映画館では割引料金が適用されます。,割引券(わりびきけん)、学生割引(がくせいわりびき)、早期割引(そうきわりびき)
JP060525-D3E8,おまけ,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về quà tặng kèm,このセットにはシャンプーをはじめ、おまけとしてコンディショナーも付いています。,おまけが付く(おまけがつく)、おまけを付ける(おまけをつける)
JP060525-F4G9,無料,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về dịch vụ miễn phí,この駐車場は買い物客に対して2時間無料です。,無料配布(むりょうはいふ)、無料サービス(むりょうさーびす)、無料体験(むりょうたいけん)
JP060525-H5I1,現金,"""#三級 #名詞 #経済""",shinkanzen,名詞,N3,Nói về thanh toán,現金をはじめ、クレジットカードやスマホ決済も利用できます。,現金払い(げんきんばらい)、現金自動支払機(げんきんじどうしはらいき)
JP060525-J6K2,合計,"""#三級 #名詞 #数学""",shinkanzen,名詞,N3,Nói về tổng số lượng,合計うちに含まれていない項目があります。,合計金額(ごうけいきんがく)、合計する(ごうけいする)
JP060525-L7M3,駐車,"""#三級 #名詞 #交通""",shinkanzen,名詞,N3,Nói về đỗ xe và quy định giao thông,駐車に対して厳しい規則がありますので、注意してください。,駐車場(ちゅうしゃじょう)、駐車禁止(ちゅうしゃきんし)、駐車違反(ちゅうしゃいはん)
JP060525-N8P4,順序,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về thứ tự và quy trình,順序において重要なのは、最初のステップを間違えないことです。,順序立てる(じゅんじょたてる)、順序良く(じゅんじょよく)
JP060525-Q9R5,時期,"""#三級 #名詞 #時間""",shinkanzen,名詞,N3,Nói về giai đoạn thời gian,就職活動の時期にわたって、学生たちは緊張しています。,適切な時期(てきせつなじき)、時期が来る(じきがくる)、時期尚早(じきしょうそう)
JP060525-S1T6,現在,"""#三級 #名詞 #日常会話""",shinkanzen,名詞,N3,Nói về thời gian hiện tại,日本語能力において、現在N3レベルです。,現在地(げんざいち)、現在進行形(げんざいしんこうけい)、現在時刻(げんざいじこく)
JP060525-U2V7,臨時,"""#三級 #名詞 #仕事""",shinkanzen,名詞,N3,Nói về tình huống tạm thời,臨時をはじめ、正社員も同じ仕事をしています。,臨時休業(りんじきゅうぎょう)、臨時ニュース(りんじにゅーす)、臨時収入(りんじしゅうにゅう)
JP060525-W3X8,費用,"""#三級 #名詞 #経済""",shinkanzen,名詞,N3,Nói về chi phí và tiêu dùng,子育ての費用に対して、政府から補助金が出ます。,費用がかかる(ひようがかかる)、費用を負担する(ひようをふたんする)、費用対効果(ひようたいこうか)
JP060525-Y4Z9,定価,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về giá cả sản phẩm,全商品が定価より20%割引になっています。,定価販売(ていかはんばい)、定価表示(ていかひょうじ)
JP060525-A5B1,割引,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về ưu đãi và giảm giá,学生に対して割引料金が適用されます。,割引券(わりびきけん)、学生割引(がくせいわりびき)、早期割引(そうきわりびき)
JP060525-C6D2,おまけ,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về quà tặng kèm,おまけにわたって様々な種類の小さなおもちゃがあります。,おまけが付く(おまけがつく)、おまけを付ける(おまけをつける)
JP060525-E7F3,無料,"""#三級 #名詞 #買い物""",shinkanzen,名詞,N3,Nói về dịch vụ miễn phí,無料にわたってサービスを提供しているウェブサイトがたくさんあります。,無料配布(むりょうはいふ)、無料サービス(むりょうさーびす)、無料体験(むりょうたいけん)
JP060525-K3L5,現金,"""#三級 #名詞 #経済""",shinkanzen,名詞,N3,Nói về phương thức thanh toán,,
"""",現金払い(げんきんばらい)、現金自動支払機(げんきんじどうしはらいき)、現金引き出し(げんきんひきだし),キャッシュ、お金(おかね)、小銭(こぜに),shinkanzen,,現金にとって最大の問題点は、紛失や盗難のリスクです。,"Đối với tiền mặt, vấn đề lớn nhất là nguy cơ thất lạc hoặc bị trộm.",Examples Kero,"Khi đi du lịch nước ngoài, việc mang theo một ít tiền mặt sẽ rất tiện lợi."
JP060525-M4N6,合計,"""#三級 #名詞 #数学""",shinkanzen,名詞,N3,Nói về tính toán số lượng,,
"""",合計金額(ごうけいきんがく)、合計する(ごうけいする)、合計点(ごうけいてん),総計(そうけい)、総額(そうがく)、累計(るいけい),shinkanzen,,この地域にわたって合計すると、人口は約50万人になります。,"Nếu tính tổng dân số trên toàn khu vực này, sẽ là khoảng 500.000 người.",Examples Kero,"Đối với giá sản phẩm, tổng số tiền đã bao gồm cả thuế."
JP060525-C8D2,石,"""#二級 #名詞 #日常会話""",shinkanzen,名詞,N2,Nói về đá và vật liệu tự nhiên,川岸は石だらけで、歩くのが難しかった。,"石を拾う (nhặt đá), 石につまずく (vấp phải đá), 石で作られた (được làm từ đá)"
JP060525-G2H7,券,"""#二級 #名詞 #文化""",shinkanzen,名詞,N2,Nói về vé và chứng từ,彼の財布は券だらけで、どれが今日のものか分かりませんでした。,"券を買う (mua vé), 券を使う (sử dụng vé), 無料券 (vé miễn phí)"
JP060525-J9K3,名簿,"""#二級 #名詞 #仕事""",shinkanzen,名詞,N2,Nói về danh sách và tổ chức,この引き出しは古い名簿だらけで、整理が必要です。,"名簿を作る (lập danh sách), 名簿を更新する (cập nhật danh sách), 会員名簿 (danh sách thành viên)"
JP060525-L5M8,表,"""#二級 #名詞 #学習""",shinkanzen,名詞,N2,Nói về bảng biểu và dữ liệu,彼の机は表だらけで、どれが最新版か分かりません。,"表に載せる (đưa vào bảng), 表を作る (tạo bảng), 表に記入する (điền vào bảng)"
JP060525-N6P2,針,"""#二級 #名詞 #日常会話""",shinkanzen,名詞,N2,Nói về kim và đồ dùng nhọn,裁縫箱は針だらけで、探すときに注意が必要です。,"針に糸を通す (xỏ chỉ vào kim), 針で縫う (may bằng kim), 針を刺す (đâm kim)"
JP060525-Q7R4,栓,"""#二級 #名詞 #日常会話""",shinkanzen,名詞,N2,Nói về nút chai và vòi nước,この棚は古い栓だらけで、どれも使えません。,"栓を抜く (mở nút), 栓をする (đậy nút), 栓を閉める (đóng nút)"
